"SCUNTHORPE (PORTMAN ROAD)",,,,,,,,,,,,
Grid ref,SE886125,Long,-0.662579,Lat,53.601585,,,,,,,
Station no,2585/6,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,,4.05,,
February,,,,,,,,,,1.46,,
March,,,,,,,,,,0.98,,
April,,,,,,,,,,0.74,,
May,,,,,,,,,,1.05,,
June,,,,,,,,,,0.59,,
July,,,,,,,,,,3.79,,
August,,,,,,,,,,2.33,,
September,,,,,,,,,,2.27,,
October,,,,,,,,,,4.69,,
November,,,,,,,,,,3.65,,
December,,,,,,,,,,2.75,,
Total,,,,,,,,,,28.35,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.35,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
