"EPSOM (SEWAGE FARM)",,,,,,,,,,,,
Grid ref,TQ207620,Long,-0.268405,Lat,51.344277,,,,,,,
Station no,135,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.79,2.02,1.11,1.21,2.84,3.87,1.88,2.28,1.96,-999.00,,
February,7.32,0.93,1.27,2.22,1.63,0.33,3.08,1.95,0.06,-999.00,,
March,3.44,2.74,0.39,1.93,1.14,0.82,0.82,1.27,2.39,-999.00,,
April,3.01,1.05,2.51,0.36,0.29,1.45,0.36,1.14,2.10,,,
May,2.17,3.02,1.58,2.69,3.44,0.23,1.41,2.46,1.30,,,
June,1.22,1.90,1.80,3.76,2.18,1.78,0.88,3.90,0.78,,,
July,2.07,0.88,3.44,3.06,1.59,5.13,2.20,1.89,1.73,-999.00,,
August,3.50,2.73,1.59,2.03,1.24,3.39,4.04,2.83,1.34,-999.00,,
September,2.94,3.27,2.52,2.39,1.59,2.10,2.59,4.55,0.11,-999.00,,
October,0.87,3.02,3.46,2.32,3.12,1.09,1.69,2.82,2.56,-999.00,,
November,6.63,2.72,1.30,4.97,0.93,0.62,1.82,1.73,3.59,,,
December,2.57,2.25,0.64,2.38,2.40,3.17,1.83,2.67,3.84,,,
Total,39.53,26.53,21.61,29.32,22.39,23.98,22.60,29.49,21.76,,,
Calc annual,39.53,26.53,21.61,29.32,22.39,23.98,22.60,29.49,21.76,0.00,,
Difference,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,NaN,,
