"ATTLEBOROUGH (BRECCLES HALL)",,,,,,,,,,,,
Grid ref,TL961945,Long,0.888451,Lat,52.513099,,,,,,,
Station no,1458/4,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.41,2.43,1.22,,,,,,,,,
February,3.15,1.15,1.14,,,,,,,,,
March,3.50,2.44,0.29,,,,,,,,,
April,4.13,1.07,1.41,,,,,,,,,
May,2.13,1.13,1.88,,,,,,,,,
June,1.03,1.93,3.42,,,,,,,,,
July,1.70,0.85,2.83,,,,,,,,,
August,2.64,2.62,2.19,,,,,,,,,
September,2.23,1.64,1.35,,,,,,,,,
October,0.57,2.40,2.04,,,,,,,,,
November,3.95,3.94,1.38,,,,,,,,,
December,1.45,2.77,1.05,,,,,,,,,
Total,29.89,24.37,20.20,,,,,,,,,
Calc annual,29.89,24.37,20.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
