"BURNHAM (DUNSTAN HOUSE)",,,,,,,,,,,,
Grid ref,ST305495,Long,-2.996976,Lat,51.240427,,,,,,,
Station no,2022,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.88,2.56,0.42,1.84,3.44,2.84,3.01,,,,,
February,3.30,0.81,1.58,2.78,2.17,0.24,3.63,,,,,
March,3.54,2.96,0.66,3.05,1.10,0.61,,,,,,
April,3.38,1.84,2.95,0.45,1.40,1.28,,,,,,
May,2.91,3.81,1.47,1.57,3.48,1.09,,,,,,
June,0.71,2.63,3.48,2.99,2.90,1.48,,,,,,
July,1.90,0.63,4.35,3.21,0.56,2.44,,,,,,
August,4.41,5.63,3.21,2.35,0.56,4.46,,,,,,
September,3.23,3.39,3.53,3.95,2.94,3.97,,,,,,
October,0.82,4.16,2.41,3.17,1.48,2.12,,,,,,
November,6.73,5.01,2.03,5.53,3.70,0.64,,,,,,
December,2.17,2.62,0.97,2.76,4.00,3.71,,,,,,
Total,35.98,36.05,27.06,33.65,27.73,24.88,,,,,,
Calc annual,35.98,36.05,27.06,33.65,27.73,24.88,6.64,0.00,0.00,0.00,,
Difference,-0.00,0.00,-0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,,
