"KINTBURY (HAROLD ROAD)",,,,,,,,,,,,
Grid ref,SU390666,Long,-1.440808,Lat,51.397101,,,,,,,
Station no,796/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.59,2.43,0.96,1.69,2.97,4.32,2.15,3.50,5.36,4.53,,
February,6.06,0.75,1.56,2.68,1.62,0.29,3.98,3.37,0.29,2.54,,
March,3.45,2.71,0.35,2.87,1.30,1.13,1.92,1.44,4.42,1.36,,
April,2.96,1.66,2.71,0.27,0.45,1.59,0.46,1.00,3.07,1.03,,
May,2.68,2.53,2.04,2.06,3.94,0.37,2.20,2.44,0.62,1.55,,
June,0.49,1.47,1.58,4.11,2.75,2.01,1.74,2.86,1.40,2.58,,
July,1.43,0.50,3.05,2.73,0.27,3.33,3.45,2.38,1.68,2.45,,
August,4.03,3.66,2.06,2.48,0.30,4.41,2.93,3.89,1.40,3.35,,
September,2.98,2.04,2.62,2.42,1.28,2.98,3.17,5.04,0.06,3.64,,
October,0.87,4.97,3.63,2.09,3.13,2.10,2.40,3.25,2.29,8.36,,
November,7.00,3.26,1.98,6.95,2.17,0.87,2.24,2.16,3.10,4.89,,
December,2.90,2.66,0.67,3.18,3.22,4.86,3.47,3.41,7.04,4.81,,
Total,38.44,28.64,23.21,33.53,23.40,28.26,30.11,34.74,30.73,41.09,,
Calc annual,38.44,28.64,23.21,33.53,23.40,28.26,30.11,34.74,30.73,41.09,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
