"SUTTON COLDFIELD (MANEY)",,,,,,,,,,,,
Grid ref,SP117957,Long,-1.828850,Lat,52.559013,,,,,,,
Station no,2487/7,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.22,2.45,1.09,1.28,2.53,,,,,,,
February,2.64,0.57,1.33,2.30,2.61,,,,,,,
March,4.63,2.15,1.57,2.47,3.20,,,,,,,
April,2.12,2.56,2.60,0.49,1.07,,,,,,,
May,3.43,2.71,2.40,2.53,5.01,,,,,,,
June,1.11,1.92,2.18,3.64,2.90,,,,,,,
July,0.79,1.78,3.01,3.64,0.53,,,,,,,
August,3.83,3.31,2.03,4.96,0.58,,,,,,,
September,2.64,1.44,1.87,1.67,1.75,,,,,,,
October,0.73,4.03,1.89,3.51,1.76,,,,,,,
November,6.31,2.47,1.40,5.98,2.58,,,,,,,
December,2.29,3.02,1.43,2.26,2.38,,,,,,,
Total,33.74,28.41,22.80,34.73,26.90,,,,,,,
Calc annual,33.74,28.41,22.80,34.73,26.90,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,-0.00,NaN,NaN,NaN,NaN,NaN,,
