"CHOLSEY (SCHOOL HOUSE)",,,,,,,,,,,,
Grid ref,SU587868,Long,-1.154318,Lat,51.577017,,,,,,,
Station no,816/2,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.20,1.72,0.90,1.38,2.79,4.25,1.71,3.46,4.12,3.19,,
February,4.71,0.67,1.60,2.34,1.61,0.31,3.30,2.69,0.14,2.35,,
March,3.62,2.46,0.46,2.64,1.27,0.92,1.31,1.13,3.14,1.23,,
April,2.68,1.23,2.51,0.42,0.50,1.55,0.17,0.95,2.85,0.71,,
May,2.65,3.15,1.91,2.47,3.91,0.34,1.65,1.79,0.38,2.05,,
June,1.52,1.53,2.05,3.56,2.73,2.17,3.24,3.47,1.15,2.84,,
July,1.02,0.51,2.23,2.15,0.14,1.71,4.43,2.84,2.88,3.16,,
August,3.54,4.51,2.02,3.18,0.35,2.82,2.47,4.11,2.31,3.44,,
September,3.23,2.01,2.01,1.64,1.43,2.23,2.89,3.53,0.03,3.37,,
October,1.11,3.54,2.48,1.54,2.34,1.45,1.73,3.06,1.98,6.50,,
November,6.07,3.06,1.57,5.51,1.96,0.70,1.89,2.55,2.34,3.64,,
December,2.27,2.15,0.62,2.67,2.98,4.03,2.97,3.32,5.05,4.70,,
Total,35.62,26.54,20.36,29.50,22.01,22.48,27.76,32.90,26.37,37.18,,
Calc annual,35.62,26.54,20.36,29.50,22.01,22.48,27.76,32.90,26.37,37.18,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
