"CLEISH HILLS (CRAIGAVERAL)",,,,,,,,,,,,
Grid ref,NT087940,Long,-3.470431,Lat,56.129960,,,,,,,
Station no,5478,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.08,2.58,3.45,3.81,2.57,3.08,5.02,2.01,1.49,4.58,,
February,3.26,0.82,1.48,3.46,1.87,3.08,3.28,2.75,1.03,2.35,,
March,3.76,3.63,1.98,4.63,3.44,2.09,3.44,2.84,2.02,1.72,,
April,2.30,1.61,0.75,1.15,1.39,0.68,1.84,1.98,2.89,2.03,,
May,2.87,1.12,2.72,6.46,3.62,2.35,2.41,2.71,1.00,2.92,,
June,2.39,3.50,2.48,3.66,1.47,3.22,2.05,4.90,3.47,1.60,,
July,5.13,2.66,1.51,2.86,1.33,5.95,5.14,6.36,4.35,4.20,,
August,3.47,4.54,5.91,4.73,1.04,6.22,4.84,3.27,0.80,5.30,,
September,3.18,2.57,2.32,4.53,2.60,3.35,2.18,4.85,1.08,2.34,,
October,1.07,2.24,5.01,9.11,2.91,2.72,3.53,3.18,2.53,6.20,,
November,5.93,2.13,1.85,4.53,1.80,0.65,2.11,1.64,6.95,3.82,,
December,4.44,3.45,5.66,4.71,7.30,3.93,5.43,7.30,4.84,4.61,,
Total,41.88,30.85,35.12,53.64,31.34,37.32,41.27,43.79,32.45,41.67,,
Calc annual,41.88,30.85,35.12,53.64,31.34,37.32,41.27,43.79,32.45,41.67,,
Difference,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
