"LOCH ARKAIG (ACHNACARRY)",,,,,,,,,,,,
Grid ref,NN176880,Long,-5.000420,Lat,56.947197,,,,,,,
Station no,5723,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,10.04,9.79,6.84,9.20,5.90,6.19,16.21,7.50,3.62,4.62,,
February,5.66,5.04,7.84,5.87,3.92,4.25,5.65,3.84,5.07,7.20,,
March,2.39,5.86,3.90,5.86,1.11,3.51,8.10,1.53,5.70,0.86,,
April,9.89,4.28,5.73,2.36,4.70,4.46,2.73,6.23,6.15,7.47,,
May,0.33,2.44,4.78,4.99,4.56,6.69,2.04,6.83,1.60,2.87,,
June,1.82,4.12,0.90,4.07,4.19,2.77,3.36,2.61,5.17,3.91,,
July,5.27,3.79,6.48,3.22,1.23,5.95,5.98,3.34,6.62,4.22,,
August,6.38,4.37,6.17,5.67,1.88,4.31,6.05,4.88,4.39,5.69,,
September,7.22,5.45,8.17,9.63,8.21,6.70,3.58,4.30,2.14,4.88,,
October,3.59,8.72,6.45,12.54,6.23,8.08,10.68,10.61,11.03,1.39,,
November,8.32,4.33,14.02,10.50,2.41,6.53,2.51,1.87,10.77,7.21,,
December,15.12,9.71,9.14,13.91,10.61,15.62,14.28,6.35,13.40,12.88,,
Total,76.03,67.90,80.42,87.82,54.95,75.06,81.17,59.89,75.66,63.20,,
Calc annual,76.03,67.90,80.42,87.82,54.95,75.06,81.17,59.89,75.66,63.20,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,,
