"BOLTON (QUEEN'S PARK)",,,,,,,,,,,,
Grid ref,SD705092,Long,-2.447013,Lat,53.578559,,,,,,,
Station no,2845,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.68,4.72,2.10,4.55,3.00,5.41,3.42,4.47,,,,
February,2.60,1.41,1.54,3.47,2.48,0.87,2.40,8.10,,,,
March,5.85,2.51,2.37,2.92,1.96,1.79,3.71,2.35,,,,
April,2.40,3.86,3.01,1.04,3.22,3.32,0.60,1.53,,,,
May,2.69,2.47,2.42,2.43,4.03,1.49,1.49,4.06,,,,
June,1.46,3.98,2.04,4.01,3.29,2.72,2.58,5.14,,,,
July,4.31,2.45,4.89,6.91,1.11,7.26,5.90,4.11,,,,
August,5.20,4.56,5.26,5.62,1.57,11.87,6.73,4.48,,,,
September,3.32,4.27,4.51,4.49,3.87,4.28,8.09,4.42,,,,
October,1.18,4.57,1.96,7.94,2.65,3.76,5.87,4.21,,,,
November,9.40,3.38,4.65,7.07,2.33,2.14,2.14,1.81,,,,
December,8.66,4.81,1.75,6.77,5.79,3.93,5.20,4.42,,,,
Total,51.75,42.99,36.50,57.22,35.30,48.84,48.13,49.10,,,,
Calc annual,51.75,42.99,36.50,57.22,35.30,48.84,48.13,49.10,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NaN,NaN,,
