"SOUTHAMPTON (MILLBROOK S.W)",,,,,,,,,,,,
Grid ref,SU388125,Long,-1.449498,Lat,50.910670,,,,,,,
Station no,647/2,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.17,2.68,1.07,2.27,3.44,5.08,3.07,4.47,3.34,4.13,,
February,6.64,0.76,1.26,3.25,1.93,0.22,4.40,2.92,0.27,3.07,,
March,4.43,2.44,0.98,3.11,1.26,0.77,2.21,1.48,3.38,2.46,,
April,3.35,2.08,2.13,0.27,0.40,2.46,0.12,0.67,2.68,1.27,,
May,2.92,2.99,2.67,2.20,4.58,0.36,1.54,2.39,0.61,1.38,,
June,1.10,1.20,2.61,3.78,2.68,2.12,1.49,3.85,0.98,2.44,,
July,2.51,1.31,4.70,2.67,0.61,2.43,4.00,2.28,1.69,3.88,,
August,4.95,3.85,2.13,4.02,0.73,4.27,3.05,4.02,2.01,5.40,,
September,4.64,4.56,3.54,3.22,1.63,3.95,2.98,5.23,0.08,4.59,,
October,1.18,5.28,5.14,3.44,4.52,1.83,2.33,3.11,2.91,9.18,,
November,8.98,3.78,1.24,3.87,2.84,0.87,2.16,2.33,4.02,4.99,,
December,3.01,2.52,0.85,3.04,4.59,5.72,2.28,4.48,7.22,3.74,,
Total,47.88,33.45,28.32,35.14,29.21,30.08,29.63,37.23,29.19,46.53,,
Calc annual,47.88,33.45,28.32,35.14,29.21,30.08,29.63,37.23,29.19,46.53,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,,
