"WESTBURY (PENLEIGH HOUSE)",,,,,,,,,,,,
Grid ref,ST856508,Long,-2.207733,Lat,51.256179,,,,,,,
Station no,1476/6,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.75,3.08,0.77,1.68,3.30,,,,,,,
February,5.39,0.72,1.61,4.14,1.91,,,,,,,
March,3.32,2.93,0.98,3.42,1.46,,,,,,,
April,3.33,1.89,2.47,0.18,0.78,,,,,,,
May,3.23,4.44,2.54,2.31,4.14,,,,,,,
June,1.03,1.91,1.40,4.21,3.99,,,,,,,
July,1.65,0.78,3.55,2.82,0.19,,,,,,,
August,5.03,4.05,2.06,3.87,0.34,,,,,,,
September,3.01,3.34,4.00,3.11,1.54,,,,,,,
October,0.70,3.86,3.04,2.61,1.87,,,,,,,
November,8.10,3.91,1.59,7.39,3.31,,,,,,,
December,2.67,2.69,0.72,2.90,4.26,,,,,,,
Total,41.21,33.60,24.73,38.64,27.09,,,,,,,
Calc annual,41.21,33.60,24.73,38.64,27.09,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,,
