"UMBERSLEY (HOLT LOCK)",,,,,,,,,,,,
Grid ref,SO821634,Long,-2.263726,Lat,52.268462,,,,,,,
Station no,2390,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.06,1.52,0.61,1.24,2.54,3.32,1.15,2.04,3.08,5.34,,
February,1.90,0.49,1.43,2.26,1.35,0.46,3.14,4.51,0.13,1.89,,
March,3.44,1.51,1.37,2.26,2.49,0.97,1.51,1.23,2.10,1.44,,
April,2.26,2.01,2.59,0.30,1.04,1.91,0.08,0.48,2.93,1.07,,
May,2.51,2.72,1.99,2.58,2.88,0.48,1.46,2.15,1.46,1.39,,
June,0.67,1.39,2.59,2.51,3.13,1.43,1.28,3.44,0.83,1.78,,
July,1.12,0.66,2.66,3.11,1.20,3.07,3.80,2.84,2.25,2.32,,
August,3.30,3.50,2.61,3.10,0.40,4.40,4.38,3.21,1.95,3.80,,
September,1.83,1.01,2.38,1.07,1.47,3.10,3.96,4.33,0.25,4.08,,
October,0.60,3.53,1.83,2.39,1.50,1.56,1.01,2.07,2.38,6.77,,
November,5.43,1.67,1.25,5.42,3.06,0.96,2.36,2.20,3.70,3.53,,
December,1.46,2.49,0.99,1.44,2.53,2.68,1.96,3.56,5.17,2.67,,
Total,26.58,22.50,22.30,27.68,23.59,24.34,26.09,32.06,26.23,36.08,,
Calc annual,26.58,22.50,22.30,27.68,23.59,24.34,26.09,32.06,26.23,36.08,,
Difference,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
