"TRING (BULBOURNE)",,,,,,,,,,,,
Grid ref,SP931136,Long,-0.650882,Lat,51.813289,,,,,,,
Station no,989,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.10,2.00,1.27,1.07,2.42,3.84,1.36,2.83,3.06,3.27,,
February,4.49,0.80,2.23,2.39,1.89,0.69,3.15,3.22,0.07,2.29,,
March,3.64,3.05,0.67,2.73,1.25,0.96,1.13,1.60,2.74,1.20,,
April,3.21,2.12,2.30,0.27,0.63,1.04,0.24,1.11,2.18,0.70,,
May,2.89,2.58,1.69,3.65,5.05,0.40,1.32,2.22,0.84,1.93,,
June,1.48,1.07,1.80,3.96,2.52,2.12,1.93,3.65,1.63,2.28,,
July,1.50,0.55,3.62,2.69,0.84,3.28,2.23,2.17,2.97,3.34,,
August,3.65,4.36,2.35,3.16,0.51,5.05,2.29,2.66,1.61,2.79,,
September,2.71,3.32,2.09,2.16,2.09,2.02,2.97,3.72,0.19,3.39,,
October,1.16,2.90,2.43,2.10,2.61,1.84,2.55,2.87,1.95,5.39,,
November,5.06,4.18,1.34,5.50,1.56,0.88,2.29,2.43,2.39,4.31,,
December,2.04,3.09,0.77,2.83,2.90,3.92,2.85,2.86,4.75,3.55,,
Total,34.93,30.02,22.56,32.51,24.27,26.04,24.31,31.34,24.38,34.44,,
Calc annual,34.93,30.02,22.56,32.51,24.27,26.04,24.31,31.34,24.38,34.44,,
Difference,0.00,0.00,-0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,,
