"ELVANFOOT (POTRENICK BURN)",,,,,,,,,,,,
Grid ref,NS934101,Long,-3.683682,Lat,55.373272,,,,,,,
Station no,5186,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.20,5.50,3.55,5.40,4.05,4.10,8.05,6.02,3.05,6.58,,
February,3.95,2.02,2.20,5.57,2.05,0.73,4.04,5.43,2.14,7.03,,
March,3.75,3.53,1.60,3.72,3.37,4.45,5.05,0.97,4.82,3.27,,
April,4.67,3.52,-999.00,1.60,4.87,1.09,3.06,2.23,5.57,7.42,,
May,2.48,4.00,3.85,6.56,4.50,4.45,3.19,4.65,2.05,3.08,,
June,2.25,4.00,1.84,5.70,4.21,3.58,2.03,3.65,3.76,3.47,,
July,3.95,4.43,8.00,6.95,3.80,6.14,5.05,5.79,5.83,4.82,,
August,8.95,5.02,4.95,7.00,3.09,7.09,6.00,4.50,0.97,3.19,,
September,5.07,3.00,6.95,11.23,6.02,6.50,4.25,6.45,2.08,4.60,,
October,1.18,7.57,5.85,13.30,4.95,4.04,6.03,5.11,8.97,4.07,,
November,14.00,3.75,10.35,13.20,3.50,3.01,3.04,2.81,11.42,11.08,,
December,11.00,6.40,7.40,8.10,9.15,10.09,7.28,5.49,10.18,7.73,,
Total,66.45,52.74,59.87,88.33,53.56,55.27,57.07,53.10,60.84,66.34,,
Calc annual,66.45,52.74,56.54,88.33,53.56,55.27,57.07,53.10,60.84,66.34,,
Difference,0.00,0.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
