"FETCHAM (HILLEY FIELD)",,,,,,,,,,,,
Grid ref,TQ144565,Long,-0.360581,Lat,51.296145,,,,,,,
Station no,131/6,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,,2.51,,
February,,,,,,,,,,2.01,,
March,,,,,,,,,,1.53,,
April,,,,,,,,,2.24,0.72,,
May,,,,,,,,,0.70,2.28,,
June,,,,,,,,,0.49,1.75,,
July,,,,,,,,,1.98,2.53,,
August,,,,,,,,,1.17,2.95,,
September,,,,,,,,,0.12,2.42,,
October,,,,,,,,,2.61,6.32,,
November,,,,,,,,,3.49,4.34,,
December,,,,,,,,,4.35,2.72,,
Total,,,,,,,,,,32.08,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.15,32.08,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
