"SOUTH UIST (STILLIGARRY)",,,,,,,,,,,,
Grid ref,NF770387,Long,-7.368530,Lat,57.324034,,,,,,,
Station no,5764/6,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,100.00,4.79,,
February,,,,,,,,,-999.00,3.65,,
March,,,,,,,,,-999.00,3.51,,
April,,,,,,,,,-999.00,4.02,,
May,,,,,,,,,-999.00,4.00,,
June,,,,,,,,,-999.00,3.53,,
July,,,,,,,,,-999.00,4.18,,
August,,,,,,,,,100.00,3.43,,
September,,,,,,,,,2.50,4.01,,
October,,,,,,,,,6.60,1.89,,
November,,,,,,,,,7.52,8.24,,
December,,,,,,,,,9.57,6.72,,
Total,,,,,,,,,-999.00,51.97,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,226.19,51.97,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1225.19,0.00,,
