"ROTHERHAM (HERRINGTHORPE)",,,,,,,,,,,,
Grid ref,SK450920,Long,-1.324309,Lat,53.422884,,,,,,,
Station no,3131/6,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,1.92,1.69,,,,,,,,,,
February,2.54,0.28,,,,,,,,,,
March,2.39,1.57,,,,,,,,,,
April,0.71,1.30,,,,,,,,,,
May,3.16,1.57,,,,,,,,,,
June,0.41,1.39,,,,,,,,,,
July,0.53,2.59,,,,,,,,,,
August,5.11,0.97,,,,,,,,,,
September,1.40,1.65,,,,,,,,,,
October,0.86,3.69,,,,,,,,,,
November,5.53,1.41,,,,,,,,,,
December,1.59,1.13,,,,,,,,,,
Total,26.16,19.24,,,,,,,,,,
Calc annual,26.15,19.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.01,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
