"WOKING (PERCY STREET) SURREY",,,,,,,,,,,,
Grid ref,TQ003588,Long,-0.562094,Lat,51.319475,,,,,,,
Station no,220/9,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.43,1.80,0.88,1.05,2.68,3.85,1.56,2.18,2.08,2.27,,
February,5.41,0.63,1.20,2.40,1.38,0.31,3.23,2.23,0.06,2.12,,
March,3.59,2.92,0.42,2.13,0.90,0.62,1.28,1.37,2.73,1.43,,
April,2.48,1.48,2.22,0.28,0.18,1.03,0.25,1.09,1.95,0.62,,
May,2.39,2.02,1.98,2.38,3.01,0.25,1.18,2.70,0.61,1.61,,
June,0.88,2.13,1.58,3.46,2.48,1.75,0.91,3.32,0.59,1.58,,
July,1.49,0.51,3.94,2.42,0.20,3.57,2.71,1.18,1.92,2.71,,
August,3.46,3.16,1.64,2.81,1.52,3.58,2.48,3.76,1.50,3.08,,
September,2.03,3.70,2.08,1.94,1.15,2.66,2.86,3.41,0.10,2.48,,
October,0.47,3.04,2.75,1.97,3.15,1.88,1.56,2.43,2.82,6.59,,
November,6.46,2.83,1.39,4.39,1.54,0.64,2.70,2.00,2.75,3.96,,
December,1.95,2.37,0.64,2.50,2.39,3.27,2.04,2.67,4.26,2.64,,
Total,34.04,26.59,20.72,27.73,20.58,23.41,22.76,28.34,21.37,31.09,,
Calc annual,34.04,26.59,20.72,27.73,20.58,23.41,22.76,28.34,21.37,31.09,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
