"FOULRIDGE (UPPER RESERVOIR)",,,,,,,,,,,,
Grid ref,SD893413,Long,-2.164200,Lat,53.867799,,,,,,,
Station no,2989,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.28,5.67,1.72,4.10,2.39,5.95,4.74,3.72,4.01,,,
February,3.10,1.79,2.15,2.79,2.66,1.34,3.07,6.83,0.75,,,
March,3.88,2.36,2.09,2.90,2.58,2.78,4.04,1.76,1.81,,,
April,2.84,2.71,3.14,0.79,1.75,3.28,0.56,1.51,3.66,,,
May,2.47,1.76,1.68,3.46,3.99,2.51,1.43,5.31,1.29,,,
June,1.40,3.17,4.24,2.14,2.67,2.38,2.35,5.01,,,,
July,2.95,1.73,5.20,5.33,1.00,4.09,6.47,3.61,,,,
August,4.16,5.85,6.57,8.22,1.01,8.91,6.02,4.73,,,,
September,3.89,4.49,4.24,6.40,2.91,4.11,5.86,5.58,,,,
October,1.33,3.66,1.64,9.23,2.06,3.17,7.94,3.76,,,,
November,8.22,1.85,5.86,6.51,1.34,1.62,2.26,1.79,,,,
December,9.69,3.58,2.39,7.24,7.23,5.21,6.10,4.36,,,,
Total,49.21,38.62,40.92,59.11,31.59,45.35,50.84,47.97,,,,
Calc annual,49.21,38.62,40.92,59.11,31.59,45.35,50.84,47.97,11.52,0.00,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NaN,NaN,,
