"CHESTERFIELD (WHALEY WELL)",,,,,,,,,,,,
Grid ref,SK509718,Long,-1.238773,Lat,53.240794,,,,,,,
Station no,2655/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,1.92,1.83,0.67,1.35,1.80,4.45,1.56,2.67,2.10,4.51,,
February,3.34,0.32,1.88,2.05,2.33,1.43,2.44,3.31,0.10,2.49,,
March,2.72,1.58,1.17,2.19,3.05,0.68,1.55,1.63,1.18,1.78,,
April,1.34,1.24,2.02,0.39,0.69,2.00,0.17,0.59,2.97,0.94,,
May,3.29,1.81,2.30,2.85,3.42,0.51,0.96,2.20,0.91,1.24,,
June,0.78,2.12,1.84,3.01,2.55,3.78,1.90,5.43,1.02,1.32,,
July,0.55,1.34,1.66,1.76,1.55,2.83,3.16,5.65,1.42,3.07,,
August,4.53,1.52,1.35,5.07,0.24,5.17,3.47,2.52,0.62,3.38,,
September,1.57,1.72,1.26,2.29,0.63,2.90,4.58,1.74,0.02,3.95,,
October,1.25,3.33,1.87,3.14,2.07,1.15,1.33,2.00,2.18,5.09,,
November,5.97,1.41,1.10,5.08,2.20,0.95,2.83,0.70,3.21,3.75,,
December,1.65,1.63,1.06,2.31,2.24,3.29,1.83,3.06,3.42,2.41,,
Total,28.91,19.85,18.18,31.49,22.77,29.14,25.78,31.50,19.15,33.93,,
Calc annual,28.91,19.85,18.18,31.49,22.77,29.14,25.78,31.50,19.15,33.93,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
