"SUDBURY HILL (PUMPING STATION)",,,,,,,,,,,,
Grid ref,TQ153863,Long,-0.337989,Lat,51.563800,,,,,,,
Station no,857/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,2.52,2.27,,
February,,,,,,,,,0.16,2.43,,
March,,,,,,,,,2.27,1.88,,
April,,,,,,,,,2.33,0.23,,
May,,,,,,,,,0.65,2.16,,
June,,,,,,,,,0.97,2.00,,
July,,,,,,,,,1.93,3.82,,
August,,,,,,,,,1.90,2.84,,
September,,,,,,,,,0.04,4.38,,
October,,,,,,,,,3.15,5.98,,
November,,,,,,,,,2.46,3.44,,
December,,,,,,,,,3.49,1.87,,
Total,,,,,,,,,21.87,33.30,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.87,33.30,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,-0.00,,
