"MICKLEOVER (THE PASTURES HOSPITAL)",,,,,,,,,,,,
Grid ref,SK297332,Long,-1.559968,Lat,52.895432,,,,,,,
Station no,2653,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.12,2.28,0.91,0.93,1.99,,1.50,1.86,2.65,4.25,,
February,2.28,0.59,1.55,1.83,1.76,,1.75,3.03,0.25,1.94,,
March,3.28,2.10,1.03,1.86,2.10,,1.82,0.96,1.37,1.26,,
April,1.23,1.90,2.29,0.31,1.39,,0.20,0.52,2.32,1.17,,
May,3.05,3.10,1.95,2.36,2.40,,0.61,1.62,0.28,1.07,,
June,1.02,2.40,2.73,2.08,2.72,,1.38,4.01,0.51,2.37,,
July,0.70,0.89,2.37,2.33,0.53,,3.71,4.10,0.57,4.19,,
August,6.10,1.50,2.74,4.41,0.48,,2.71,1.61,0.22,4.45,,
September,1.37,1.17,1.63,3.14,1.09,,3.58,2.62,0.05,4.72,,
October,0.60,2.37,2.17,3.51,1.47,,1.11,2.28,1.51,3.35,,
November,5.28,0.98,2.45,4.26,1.86,,1.45,1.29,3.28,3.10,,
December,1.93,2.39,1.06,2.89,1.76,,1.43,2.81,4.26,2.94,,
Total,28.96,21.67,22.88,29.91,19.55,,21.25,26.71,17.27,34.81,,
Calc annual,28.96,21.67,22.88,29.91,19.55,0.00,21.25,26.71,17.27,34.81,,
Difference,-0.00,0.00,-0.00,0.00,0.00,NaN,0.00,0.00,0.00,0.00,,
