"TIMPERLEY (MAYFIELD ROAD)",,,,,,,,,,,,
Grid ref,SJ788889,Long,-2.320282,Lat,53.396499,,,,,,,
Station no,2741/1/2,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.79,,,,,,,,,,,
February,2.17,,,,,,,,,,,
March,4.24,,,,,,,,,,,
April,2.04,,,,,,,,,,,
May,2.45,,,,,,,,,,,
June,1.05,,,,,,,,,,,
July,2.62,,,,,,,,,,,
August,3.37,,,,,,,,,,,
September,3.09,,,,,,,,,,,
October,0.85,,,,,,,,,,,
November,6.66,,,,,,,,,,,
December,4.71,,,,,,,,,,,
Total,36.04,,,,,,,,,,,
Calc annual,36.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
