"PENICUIK",,,,,,,,,,,,
Grid ref,NT233599,Long,-3.225882,Lat,55.826224,,,,,,,
Station no,5116/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.72,,0.66,4.08,2.22,2.03,4.23,2.29,1.29,3.35,,
February,3.12,,1.14,2.04,2.16,2.13,2.91,2.58,0.75,3.19,,
March,3.67,,0.61,2.10,2.06,1.68,2.23,1.96,0.79,1.51,,
April,3.35,1.59,2.77,1.39,0.84,0.81,1.26,2.22,2.16,1.22,,
May,3.52,1.65,2.19,5.64,2.61,1.43,1.78,2.35,0.77,1.28,,
June,2.02,2.66,1.98,2.60,0.81,2.71,2.04,3.04,1.79,1.37,,
July,5.07,2.41,4.44,2.32,2.07,4.89,4.07,7.01,3.55,2.57,,
August,5.14,3.58,1.71,5.88,1.29,8.72,4.83,2.95,0.53,4.12,,
September,1.74,2.78,2.72,4.43,2.20,3.50,1.81,3.35,0.62,1.79,,
October,0.53,1.88,1.70,7.35,1.81,2.34,3.03,1.43,3.17,3.25,,
November,7.04,3.01,5.08,4.15,0.82,0.93,1.81,1.19,5.83,3.20,,
December,2.00,4.40,3.41,4.92,5.65,3.81,4.12,5.25,3.48,3.83,,
Total,40.92,,28.41,46.90,24.54,34.98,34.12,35.62,24.73,30.68,,
Calc annual,40.92,23.96,28.41,46.90,24.54,34.98,34.12,35.62,24.73,30.68,,
Difference,0.00,NaN,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,,
