"BARROW-IN-FURNESS (GAS WORKS)",,,,,,,,,,,,
Grid ref,SD218689,Long,-3.197633,Lat,54.110010,,,,,,,
Station no,3015,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.47,3.90,2.07,3.08,2.30,3.90,3.13,4.23,3.19,6.26,,
February,3.11,1.01,1.44,3.62,2.25,0.54,2.96,7.01,0.60,3.09,,
March,4.70,2.45,0.38,2.37,2.05,0.79,2.59,1.50,2.19,1.55,,
April,1.07,2.49,2.87,0.85,2.20,1.09,0.45,1.18,3.14,2.48,,
May,1.94,2.24,2.49,2.39,2.29,1.05,3.21,3.83,2.82,2.34,,
June,0.81,2.33,1.41,2.85,3.22,1.61,1.82,4.47,4.44,1.17,,
July,2.50,1.60,2.99,3.94,2.45,4.41,2.99,2.38,2.22,4.36,,
August,4.44,5.25,4.02,4.34,2.27,8.07,3.39,5.29,0.27,3.75,,
September,3.66,3.27,4.15,5.41,3.70,2.75,7.40,5.28,0.79,4.02,,
October,0.91,3.39,2.23,7.55,2.95,2.88,5.89,3.61,4.36,4.10,,
November,8.53,2.06,6.22,8.96,1.91,1.37,1.64,1.82,5.21,6.33,,
December,7.49,4.67,2.13,4.07,4.50,3.99,4.63,4.85,6.81,3.67,,
Total,43.63,34.66,32.40,49.43,32.09,32.45,40.10,45.45,36.04,43.12,,
Calc annual,43.63,34.66,32.40,49.43,32.09,32.45,40.10,45.45,36.04,43.12,,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
