"BRIGHTON W.W. (LEWES ROAD)",,,,,,,,,,,,
Grid ref,TQ319060,Long,-0.128120,Lat,50.838506,,,,,,,
Station no,4833,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.60,2.42,1.48,1.42,4.08,5.43,1.94,4.79,3.60,2.97,,
February,6.40,1.01,1.16,3.23,1.89,0.15,4.80,2.80,0.03,2.89,,
March,3.57,3.42,0.29,3.80,0.93,0.29,1.59,1.96,1.73,2.31,,
April,2.35,1.61,2.26,0.54,0.44,1.42,0.16,1.00,2.25,1.11,,
May,2.43,2.21,1.95,1.29,3.54,0.34,1.11,2.66,0.59,1.53,,
June,1.80,0.97,1.15,3.02,1.69,1.68,1.52,3.79,2.11,1.80,,
July,2.71,1.07,3.38,4.59,0.35,2.54,4.15,2.73,1.94,3.62,,
August,4.84,2.42,1.97,3.15,1.53,2.72,2.54,5.28,1.07,7.82,,
September,3.24,3.92,4.20,2.87,2.77,2.87,4.15,4.24,0.16,4.17,,
October,1.42,3.38,3.45,2.90,2.69,1.45,1.42,3.55,3.05,8.05,,
November,5.07,4.91,1.91,5.37,0.95,0.68,2.95,2.70,4.13,8.18,,
December,2.87,3.91,0.84,2.61,3.53,5.06,2.06,4.76,7.46,4.37,,
Total,40.30,31.25,24.04,34.79,24.39,24.63,28.39,40.26,28.12,48.82,,
Calc annual,40.30,31.25,24.04,34.79,24.39,24.63,28.39,40.26,28.12,48.82,,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
