"BURLEY (ANDERWOOD COTTAGE)",,,,,,,,,,,,
Grid ref,SU241058,Long,-1.659019,Lat,50.851220,,,,,,,
Station no,641/2,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.98,2.40,1.02,2.49,,,,,,,,
February,6.74,0.64,1.61,3.64,,,,,,,,
March,5.13,3.12,0.64,4.49,,,,,,,,
April,3.25,2.13,2.38,0.19,,,,,,,,
May,2.87,2.99,2.93,2.68,,,,,,,,
June,0.60,1.03,2.60,3.85,,,,,,,,
July,2.18,0.34,3.48,3.59,,,,,,,,
August,5.29,3.98,1.88,3.98,,,,,,,,
September,3.63,4.47,3.56,3.33,,,,,,,,
October,1.17,5.49,3.81,4.55,,,,,,,,
November,11.32,4.25,1.85,6.71,,,,,,,,
December,3.43,3.10,0.78,3.49,,,,,,,,
Total,49.59,33.94,26.54,42.99,,,,,,,,
Calc annual,49.59,33.94,26.54,42.99,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
