"MUCOMIR GENERATING STATION",,,,,,,,,,,,
Grid ref,NN182839,Long,-4.987627,Lat,56.910652,,,,,,,
Station no,5738/4,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,,,,
February,,,,,,,,,,,,
March,,,,,,,,,,,,
April,,,,,,,,,,,,
May,,,,,,,,,,,,
June,,,,,,,,,,4.56,,
July,,,,,,,,,,3.29,,
August,,,,,,,,,,5.28,,
September,,,,,,,,,,4.09,,
October,,,,,,,,,,1.47,,
November,,,,,,,,,,5.75,,
December,,,,,,,,,,10.57,,
Total,,,,,,,,,,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.01,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
