"DAER (THICK CLEUCH)",,,,,,,,,,,,
Grid ref,NS952021,Long,-3.652297,Lat,55.301805,,,,,,,
Station no,5185/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,9.90,10.80,4.63,7.70,7.20,5.50,9.65,10.35,3.50,8.10,,
February,7.30,4.20,3.25,8.15,3.50,2.00,5.65,8.80,3.10,10.50,,
March,5.90,6.00,1.00,5.80,3.65,3.75,6.85,2.50,5.75,3.20,,
April,5.50,4.50,3.55,2.50,4.40,1.85,4.90,3.25,6.15,7.35,,
May,2.00,3.50,4.35,7.20,6.10,3.85,3.90,5.10,2.00,3.65,,
June,3.00,5.00,3.40,8.65,5.10,5.75,1.75,4.70,4.40,4.70,,
July,5.10,6.00,11.15,7.45,3.60,7.55,7.20,6.95,7.20,6.45,,
August,12.00,5.00,6.00,7.40,2.40,8.85,6.75,6.20,1.90,6.65,,
September,9.00,3.00,8.70,11.20,6.55,8.10,5.95,8.45,2.65,6.55,,
October,1.50,7.00,6.95,17.50,5.45,5.00,7.80,6.25,8.55,6.85,,
November,18.00,4.00,10.50,14.65,5.00,3.29,3.25,3.55,13.60,12.05,,
December,12.40,8.30,8.75,10.60,11.10,9.50,7.40,8.15,14.00,6.70,,
Total,91.60,67.30,72.23,108.80,64.05,64.99,71.05,74.25,72.80,82.75,,
Calc annual,91.60,67.30,72.23,108.80,64.05,64.99,71.05,74.25,72.80,82.75,,
Difference,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,-0.00,0.00,,
