"KILMARNOCK (NORTH CRAIG RES)",,,,,,,,,,,,
Grid ref,NS438412,Long,-4.483198,Lat,55.639180,,,,,,,
Station no,5234,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.06,4.37,3.54,4.97,2.80,3.16,5.21,4.75,1.25,4.33,,
February,3.27,2.03,2.08,3.34,2.14,1.76,2.64,3.55,2.44,3.70,,
March,3.89,2.52,0.81,3.05,1.53,2.62,5.44,0.96,2.81,2.02,,
April,3.14,2.01,1.83,1.71,3.10,1.28,3.65,1.65,2.65,3.51,,
May,2.03,1.45,2.32,2.83,3.67,2.55,2.76,2.75,1.62,1.77,,
June,2.17,3.14,1.48,4.73,3.11,3.12,2.87,2.36,4.01,2.19,,
July,3.22,4.34,5.82,5.13,1.20,5.30,5.25,4.41,7.00,3.55,,
August,4.58,4.15,3.11,5.48,1.75,6.68,4.70,4.65,1.30,4.47,,
September,3.48,3.07,4.22,7.40,6.05,4.21,3.88,4.20,1.39,3.14,,
October,0.77,3.67,3.32,10.22,3.11,3.65,4.86,4.07,6.97,2.48,,
November,5.55,3.14,9.49,6.10,1.92,1.84,2.55,1.67,4.63,5.55,,
December,8.21,4.55,5.70,7.09,7.48,6.65,3.81,5.14,6.51,6.34,,
Total,45.37,38.44,43.72,62.05,37.86,42.82,47.62,40.16,42.58,43.05,,
Calc annual,45.37,38.44,43.72,62.05,37.86,42.82,47.62,40.16,42.58,43.05,,
Difference,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,,
