"PENISTONE (ROYD MOOR)",,,,,,,,,,,,
Grid ref,SE222045,Long,-1.666513,Lat,53.536685,,,,,,,
Station no,3167/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.83,4.17,0.95,3.06,3.32,5.67,2.35,3.89,4.08,6.75,,
February,4.56,1.20,2.34,3.66,3.47,1.66,3.13,5.12,0.16,3.19,,
March,4.90,2.02,2.33,2.59,3.04,1.46,2.06,2.88,1.42,2.56,,
April,2.14,1.82,2.69,0.58,0.67,2.70,0.36,0.79,5.63,1.66,,
May,4.78,2.38,2.31,4.09,3.56,0.81,1.10,3.42,0.97,2.17,,
June,1.28,1.61,3.47,1.54,2.50,3.48,1.06,4.74,2.22,1.62,,
July,2.64,1.82,3.80,2.84,0.78,6.58,2.62,5.54,2.15,3.85,,
August,4.70,2.32,3.50,5.60,0.60,6.74,6.23,3.92,0.91,4.45,,
September,2.21,3.26,2.48,3.23,1.18,3.96,4.50,4.25,0.12,3.60,,
October,1.08,5.96,1.95,5.01,2.20,2.25,2.84,2.94,3.00,8.53,,
November,8.76,2.16,2.91,7.39,2.27,1.56,2.67,1.02,4.82,5.51,,
December,5.95,3.12,1.70,5.42,4.37,4.95,4.53,4.63,7.12,5.28,,
Total,46.83,31.84,30.43,45.01,27.96,41.82,33.45,43.14,32.60,49.17,,
Calc annual,46.83,31.84,30.43,45.01,27.96,41.82,33.45,43.14,32.60,49.17,,
Difference,-0.00,-0.00,0.00,-0.00,-0.00,-0.00,0.00,-0.00,0.00,0.00,,
