"MONKS' RISBOROUGH (CHILTERNS SCHOOL)",,,,,,,,,,,,
Grid ref,SP814043,Long,-0.822739,Lat,51.731514,,,,,,,
Station no,983/8,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,1.03,,,,,,,,,
February,,,2.07,,,,,,,,,
March,,,0.70,,,,,,,,,
April,,,2.37,,,,,,,,,
May,,,1.77,,,,,,,,,
June,,,1.96,,,,,,,,,
July,,,2.70,,,,,,,,,
August,,,2.00,,,,,,,,,
September,,,2.10,,,,,,,,,
October,,,3.12,,,,,,,,,
November,,,1.26,,,,,,,,,
December,,,0.69,,,,,,,,,
Total,,,21.77,,,,,,,,,
Calc annual,0.00,0.00,21.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
