"KIRKBY STEPHEN (OUTHGILL SCHOOL)",,,,,,,,,,,,
Grid ref,NY771087,Long,-2.354873,Lat,54.473140,,,,,,,
Station no,3659/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,6.07,0.90,3.73,,,,,,,,
February,10.98,0.49,1.36,4.00,,,,,,,,
March,-999.00,4.80,1.01,2.73,,,,,,,,
April,5.21,3.46,4.01,,,,,,,,,
May,2.49,2.72,1.92,,,,,,,,,
June,1.92,4.15,2.50,,,,,,,,,
July,3.50,2.30,5.86,,,,,,,,,
August,4.56,4.60,5.70,,,,,,,,,
September,5.25,4.04,4.15,,,,,,,,,
October,1.91,6.11,2.54,,,,,,,,,
November,10.44,3.33,,,,,,,,,,
December,15.10,5.43,,,,,,,,,,
Total,,47.50,,,,,,,,,,
Calc annual,61.36,47.50,29.95,10.46,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
