"EASTWOOD (MOORGREEN RESERVOIR)",,,,,,,,,,,,
Grid ref,SK468474,Long,-1.303755,Lat,53.021856,,,,,,,
Station no,2599,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.34,2.42,0.92,1.81,2.76,4.30,1.90,3.20,2.76,3.20,,
February,3.25,0.54,1.70,2.80,2.55,0.91,2.80,4.36,0.24,2.03,,
March,3.61,2.61,1.55,2.68,2.87,0.79,2.90,1.90,1.38,1.71,,
April,2.10,1.81,2.21,0.36,1.31,1.94,0.20,0.90,2.63,1.09,,
May,2.81,2.55,2.16,2.73,3.09,0.67,1.54,2.53,0.55,2.43,,
June,1.54,2.82,3.82,3.85,3.46,3.31,1.61,3.95,0.95,1.41,,
July,0.90,1.27,3.26,1.77,0.78,3.49,2.98,4.65,1.49,2.11,,
August,5.48,1.74,1.96,4.83,0.65,6.46,4.32,3.35,0.23,2.56,,
September,1.69,2.01,1.28,2.82,0.77,2.84,6.27,2.74,0.08,3.15,,
October,0.76,3.52,1.95,3.51,1.59,1.27,1.70,2.27,2.22,5.41,,
November,6.05,1.71,1.77,5.20,2.16,0.98,2.51,1.01,2.48,3.93,,
December,2.34,2.78,0.86,2.53,2.55,3.15,2.52,3.74,4.05,2.02,,
Total,32.87,25.78,23.44,34.89,24.54,30.11,31.25,34.60,19.06,31.05,,
Calc annual,32.87,25.78,23.44,34.89,24.54,30.11,31.25,34.60,19.06,31.05,,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,,
