"TRUSTHORPE P.S.",,,,,,,,,,,,
Grid ref,TF513840,Long,0.270564,Lat,53.331285,,,,,,,
Station no,2565/8,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,,,,
February,,,,,,,,,,,,
March,,,,,,,,,,,,
April,,,,,,,,,,,,
May,,,,,,,,,,,,
June,,,,,,,,,,,,
July,,,,,,,,,,,,
August,,,,,,,,,,2.48,,
September,,,,,,,,,,2.01,,
October,,,,,,,,,,4.52,,
November,,,,,,,,,,3.23,,
December,,,,,,,,,,3.83,,
Total,,,,,,,,,,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.07,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
