"BRADFORD (STUBDEN RES)",,,,,,,,,,,,
Grid ref,SE057332,Long,-1.914951,Lat,53.795080,,,,,,,
Station no,3268,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.75,5.81,1.84,4.01,2.95,7.19,5.24,4.95,4.03,6.17,,
February,4.68,1.54,2.48,4.63,3.27,2.41,3.97,8.55,0.63,4.41,,
March,5.82,3.16,2.25,3.12,3.03,2.70,4.31,3.10,2.17,2.22,,
April,2.42,3.31,3.64,0.71,1.92,3.62,0.51,1.53,4.72,3.08,,
May,4.79,2.85,2.49,3.70,3.79,2.03,1.80,6.26,1.81,2.65,,
June,1.34,3.46,3.75,2.57,3.23,5.69,2.50,5.62,4.09,1.54,,
July,3.71,2.11,5.42,4.49,0.90,6.79,5.28,4.58,3.09,6.49,,
August,5.19,6.42,5.46,10.12,1.30,10.33,6.31,4.91,1.37,5.08,,
September,3.17,5.07,4.68,6.14,2.46,5.81,6.03,4.79,0.31,3.17,,
October,1.88,5.72,2.68,9.15,3.59,2.63,6.69,4.49,6.19,6.16,,
November,10.61,2.38,6.34,7.89,3.22,2.16,3.07,1.44,5.63,8.56,,
December,9.98,4.98,2.76,8.22,8.41,6.53,5.82,5.94,9.96,6.21,,
Total,59.34,46.81,43.79,64.75,38.07,57.89,51.53,56.16,44.00,55.74,,
Calc annual,59.34,46.81,43.79,64.75,38.07,57.89,51.53,56.16,44.00,55.74,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,,
