"WELTON (SOUTH HUNSLEY COUNTY SEC. SCH.)",,,,,,,,,,,,
Grid ref,SE965268,Long,-0.538800,Lat,53.728681,,,,,,,
Station no,3392/4,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,,3.26,,
February,,,,,,,,,,1.34,,
March,,,,,,,,,,2.93,,
April,,,,,,,,,,2.81,,
May,,,,,,,,,,0.70,,
June,,,,,,,,,,0.41,,
July,,,,,,,,,,3.99,,
August,,,,,,,,,,1.18,,
September,,,,,,,,,,2.58,,
October,,,,,,,,,,7.22,,
November,,,,,,,,,,3.80,,
December,,,,,,,,,,2.31,,
Total,,,,,,,,,,28.53,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.53,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-4.00,,
