"LIGHTWOOD (STARWOOD ROAD)",,,,,,,,,,,,
Grid ref,SJ921418,Long,-2.119089,Lat,52.973493,,,,,,,
Station no,2363/9/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,,9.55,,
February,,,,,,,,,,2.17,,
March,,,,,,,,,,1.34,,
April,,,,,,,,,,2.04,,
May,,,,,,,,,,2.42,,
June,,,,,,,,,,3.45,,
July,,,,,,,,,,2.61,,
August,,,,,,,,,0.62,7.22,,
September,,,,,,,,,0.25,6.17,,
October,,,,,,,,,2.17,6.06,,
November,,,,,,,,,3.83,3.43,,
December,,,,,,,,,5.65,2.38,,
Total,,,,,,,,,,48.84,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.52,48.84,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
