"RICHMOND (C. E. SCHOOL)",,,,,,,,,,,,
Grid ref,NZ175011,Long,-1.731917,Lat,54.405064,,,,,,,
Station no,3444,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,1.82,2.42,0.60,2.55,,,,,,,,
February,-999.00,0.30,3.13,2.72,,,,,,,,
March,3.49,1.75,0.21,1.40,,,,,,,,
April,1.39,1.76,2.47,0.12,,,,,,,,
May,4.79,0.93,2.21,2.68,,,,,,,,
June,0.83,0.65,2.52,1.73,,,,,,,,
July,1.05,0.55,2.55,1.19,,,,,,,,
August,4.94,2.74,2.79,4.63,,,,,,,,
September,1.17,3.04,2.44,2.47,,,,,,,,
October,1.36,2.78,1.85,4.94,,,,,,,,
November,7.25,2.28,2.02,5.98,,,,,,,,
December,3.88,1.46,1.40,2.21,,,,,,,,
Total,35.32,20.66,24.19,32.62,,,,,,,,
Calc annual,31.97,20.66,24.19,32.62,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,3.35,-0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
