"MORVILLE",,,,,,,,,,,,
Grid ref,SO669940,Long,-2.489496,Lat,52.542840,,,,,,,
Station no,2279/2/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,,5.59,,
February,,,,,,,,,,,,
March,,,,,,,,,,1.56,,
April,,,,,,,,,,1.48,,
May,,,,,,,,,,2.39,,
June,,,,,,,,,,2.17,,
July,,,,,,,,,,2.77,,
August,,,,,,,,,,2.30,,
September,,,,,,,,,,5.23,,
October,,,,,,,,,,6.18,,
November,,,,,,,,,,5.99,,
December,,,,,,,,,,3.27,,
Total,,,,,,,,,,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.93,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
