"BIRMINGHAM (EDGBASTON)",,,,,,,,,,,,
Grid ref,SP046864,Long,-1.933704,Lat,52.475512,,,,,,,
Station no,2478,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.01,2.72,0.97,1.08,2.62,3.61,1.30,2.61,3.67,6.02,,
February,3.11,0.63,1.22,2.70,2.11,0.52,2.93,4.94,0.19,2.44,,
March,5.14,2.49,1.66,2.76,3.45,1.04,2.49,1.43,1.75,1.61,,
April,2.95,2.86,2.77,0.62,1.10,1.53,0.19,0.73,3.88,1.50,,
May,3.64,2.58,2.96,2.88,5.17,0.58,1.26,2.18,1.06,1.17,,
June,1.13,1.55,1.92,3.21,2.93,2.09,1.77,4.23,0.93,2.67,,
July,1.06,1.73,3.57,4.10,0.43,3.83,3.88,3.41,2.00,3.47,,
August,4.24,3.66,2.45,4.15,0.58,4.98,4.23,2.72,2.67,2.94,,
September,3.34,1.74,2.33,1.69,-999.00,2.88,5.10,3.92,0.17,5.80,,
October,0.72,4.19,2.21,3.51,1.66,1.64,1.50,2.48,3.00,5.89,,
November,7.82,2.54,1.37,6.31,2.89,0.87,2.07,1.97,4.33,3.71,,
December,2.77,2.84,1.19,2.35,2.36,3.50,2.37,3.33,5.15,3.71,,
Total,38.93,29.53,24.62,35.36,26.67,27.07,29.09,33.95,28.80,40.93,,
Calc annual,38.93,29.53,24.62,35.36,25.30,27.07,29.09,33.95,28.80,40.93,,
Difference,0.00,0.00,-0.00,-0.00,1.37,0.00,0.00,0.00,0.00,0.00,,
