"ABINGDON (BATH STREET)",,,,,,,,,,,,
Grid ref,SU495974,Long,-1.285573,Lat,51.673198,,,,,,,
Station no,827/3,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,,,,
February,,,,,,,,,,,,
March,,,,,,,,,,,,
April,,,,,,,,,1.93,,,
May,,,,,,,,,0.64,,,
June,,,,,,,,,1.26,,,
July,,,,,,,,,1.62,,,
August,,,,,,,,,1.90,,,
September,,,,,,,,,0.15,,,
October,,,,,,,,,1.57,,,
November,,,,,,,,,1.93,,,
December,,,,,,,,,5.04,,,
Total,,,,,,,,,,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.04,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
