"NELSON (WALTON LANE)",,,,,,,,,,,,
Grid ref,SD872384,Long,-2.196012,Lat,53.841686,,,,,,,
Station no,2976,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.72,5.48,2.05,3.96,2.20,4.88,4.15,3.34,3.30,5.96,,
February,3.95,1.79,2.38,3.16,2.72,1.38,3.18,7.17,0.65,2.78,,
March,4.73,2.04,2.27,2.63,2.10,2.30,3.98,1.86,1.55,1.57,,
April,3.29,2.95,3.59,0.87,2.31,3.18,0.51,1.24,2.95,2.68,,
May,2.18,1.74,1.75,3.16,3.34,2.08,1.10,5.10,1.30,1.63,,
June,1.26,3.03,4.45,2.20,3.06,2.16,2.40,5.08,3.10,0.85,,
July,3.23,2.62,6.17,5.90,1.07,4.74,5.35,3.26,3.26,8.09,,
August,4.46,6.61,6.38,7.60,0.81,9.87,5.51,4.11,0.62,5.32,,
September,3.02,4.67,4.62,5.74,2.96,4.11,6.15,4.66,0.32,2.70,,
October,1.60,4.34,1.91,8.71,3.11,2.55,6.91,3.35,5.19,4.32,,
November,9.45,1.95,5.85,6.51,2.07,1.57,1.99,1.72,5.01,7.17,,
December,9.43,4.48,2.45,6.92,6.61,5.16,6.75,4.42,7.49,5.50,,
Total,50.32,41.70,43.87,57.36,32.36,43.98,47.98,45.31,34.74,48.57,,
Calc annual,50.32,41.70,43.87,57.36,32.36,43.98,47.98,45.31,34.74,48.57,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
