"LITTLE DON VALLEY (BROCKHOLES)",,,,,,,,,,,,
Grid ref,SE227011,Long,-1.659214,Lat,53.506104,,,,,,,
Station no,3147,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.19,4.60,0.91,3.19,2.75,5.49,2.38,4.61,4.01,7.09,,
February,4.64,1.28,2.40,3.47,3.26,1.55,3.17,5.31,0.22,2.50,,
March,5.16,2.38,1.97,3.07,3.66,1.49,2.16,2.63,1.73,3.44,,
April,1.74,1.95,3.12,0.49,0.90,3.40,0.28,0.78,5.20,1.95,,
May,5.09,2.60,2.51,4.13,4.12,0.77,1.32,3.69,1.12,2.33,,
June,1.02,1.64,3.39,1.87,3.45,3.56,0.92,5.54,1.58,1.19,,
July,2.87,1.90,2.66,2.20,0.76,7.30,2.75,5.44,2.21,3.72,,
August,4.40,1.96,3.20,6.08,0.86,6.52,6.00,4.90,1.20,4.48,,
September,2.04,3.39,1.93,2.74,1.11,4.01,5.03,3.94,0.08,4.40,,
October,0.89,6.88,2.24,4.69,2.88,2.22,2.83,3.00,3.06,8.79,,
November,9.96,2.12,2.78,6.66,2.33,1.26,3.15,1.04,5.24,5.23,,
December,5.61,2.60,1.57,4.71,4.15,4.11,5.29,4.02,7.26,4.02,,
Total,46.61,33.30,28.68,43.30,30.23,41.68,35.28,44.90,32.91,49.14,,
Calc annual,46.61,33.30,28.68,43.30,30.23,41.68,35.28,44.90,32.91,49.14,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
