"LINCOLN (SAXILBY)",,,,,,,,,,,,
Grid ref,SK897754,Long,-0.656517,Lat,53.268017,,,,,,,
Station no,2557/4,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,1.78,1.69,0.82,0.95,1.63,4.05,1.00,2.21,2.56,,,
February,2.98,0.40,1.53,2.51,2.75,1.28,1.94,3.28,0.32,,,
March,3.13,2.46,0.74,1.81,2.48,0.74,0.96,1.79,1.85,,,
April,1.03,1.19,2.10,0.18,1.05,1.28,0.09,0.55,1.76,,,
May,3.02,1.44,2.00,3.07,3.14,0.76,1.50,1.86,0.51,,,
June,1.06,1.98,1.99,2.78,3.14,4.07,1.88,5.60,0.80,,,
July,1.09,0.46,2.06,2.19,0.45,2.93,3.14,4.42,1.58,,,
August,5.87,1.91,1.77,3.28,0.18,5.32,2.89,2.84,0.68,,,
September,1.16,1.82,0.96,2.20,0.76,1.44,3.76,1.35,0.04,,,
October,1.59,2.37,2.10,3.30,1.19,1.11,1.15,1.60,2.02,,,
November,4.78,1.92,1.38,4.32,1.19,0.86,2.34,0.88,1.90,,,
December,1.26,1.46,0.93,2.49,1.50,1.45,1.46,2.89,3.18,,,
Total,28.75,19.10,18.38,29.08,-999.00,25.29,22.11,29.27,17.20,,,
Calc annual,28.75,19.10,18.38,29.08,19.46,25.29,22.11,29.27,17.20,0.00,,
Difference,-0.00,0.00,0.00,0.00,-1018.46,0.00,0.00,-0.00,0.00,NaN,,
