"NELSON (SEWAGE WORKS)",,,,,,,,,,,,
Grid ref,SD845375,Long,-2.237000,Lat,53.833523,,,,,,,
Station no,2974/9,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.60,6.39,2.10,4.29,2.38,4.68,4.36,3.97,3.05,6.01,,
February,4.25,1.60,2.70,3.10,2.15,1.30,3.49,7.40,0.72,2.69,,
March,4.84,2.02,2.17,2.78,2.04,2.49,4.12,1.85,1.38,1.29,,
April,2.60,2.83,3.73,1.05,2.63,2.80,0.52,1.40,2.67,2.59,,
May,2.14,1.80,2.01,3.16,3.67,2.08,1.13,5.07,1.60,1.61,,
June,1.06,3.24,3.22,2.49,3.22,1.99,2.27,5.52,3.12,0.95,,
July,4.45,2.69,5.93,6.44,0.93,5.03,5.29,3.25,3.14,8.37,,
August,4.57,7.03,6.38,7.93,0.74,11.67,5.76,3.86,0.60,6.08,,
September,2.83,4.68,4.57,6.17,3.05,4.30,6.54,5.23,0.30,2.51,,
October,1.54,4.21,1.88,8.63,3.42,2.79,7.20,3.30,5.26,4.08,,
November,9.40,2.57,6.00,6.65,2.05,1.96,1.99,1.68,5.00,7.29,,
December,10.84,4.87,2.47,7.98,6.86,5.08,6.54,3.64,7.21,5.23,,
Total,53.12,43.93,43.16,60.67,33.14,46.17,49.21,46.17,34.05,48.70,,
Calc annual,53.12,43.93,43.16,60.67,33.14,46.17,49.21,46.17,34.05,48.70,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,,
