"MAIDSTONE (MILL STREET)",,,,,,,,,,,,
Grid ref,TQ761555,Long,0.523110,Lat,51.271440,,,,,,,
Station no,359/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.45,2.40,1.10,1.60,3.72,4.22,2.12,2.36,2.11,2.72,,
February,5.91,0.91,1.44,2.10,1.94,1.33,3.24,2.34,0.10,1.80,,
March,3.30,3.62,0.27,2.98,1.25,0.61,0.98,1.21,1.63,1.52,,
April,2.46,0.84,1.98,0.33,0.25,1.09,0.23,1.49,2.09,0.30,,
May,1.83,1.00,1.77,1.77,3.85,0.41,1.67,2.03,0.78,2.06,,
June,1.66,0.96,1.38,3.03,1.97,2.33,1.41,3.66,1.00,1.18,,
July,2.40,0.73,3.52,2.33,3.25,3.64,3.03,1.36,1.66,3.59,,
August,4.11,3.95,1.70,2.90,0.71,2.34,2.54,3.89,1.25,4.40,,
September,3.60,3.01,3.41,1.57,2.64,2.36,2.59,3.08,0.18,3.77,,
October,1.18,2.45,2.77,1.60,4.96,1.45,1.08,2.57,2.59,6.50,,
November,4.23,5.11,1.28,5.47,0.98,0.83,3.01,1.44,3.10,5.33,,
December,2.44,2.90,0.81,1.85,1.82,2.73,2.56,3.41,4.50,3.27,,
Total,35.57,27.88,21.43,27.53,27.34,23.34,24.46,28.84,20.99,36.44,,
Calc annual,35.57,27.88,21.43,27.53,27.34,23.34,24.46,28.84,20.99,36.44,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,-0.00,,
