"DERBY (PEAR TREE SCHOOL)",,,,,,,,,,,,
Grid ref,SK354340,Long,-1.475157,Lat,52.902279,,,,,,,
Station no,2661/3,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.36,2.18,1.09,,,,,,,,,
February,2.56,1.43,1.59,,,,,,,,,
March,4.40,2.34,1.04,,,,,,,,,
April,1.77,1.66,2.49,,,,,,,,,
May,2.82,2.22,2.03,,,,,,,,,
June,1.52,2.97,2.46,,,,,,,,,
July,0.89,1.87,2.52,,,,,,,,,
August,5.13,2.18,2.25,,,,,,,,,
September,1.27,1.41,1.67,,,,,,,,,
October,2.61,3.38,2.21,,,,,,,,,
November,5.61,1.40,1.83,,,,,,,,,
December,2.04,2.67,1.04,,,,,,,,,
Total,32.98,25.71,22.25,,,,,,,,,
Calc annual,32.98,25.71,22.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
