"HOPE (KILLHILL BRIDGE)",,,,,,,,,,,,
Grid ref,SK171838,Long,-1.744579,Lat,53.350815,,,,,,,
Station no,2689,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.42,5.21,1.14,3.52,2.49,7.36,2.67,4.72,3.26,6.34,,
February,4.98,1.04,2.47,2.97,2.51,1.29,3.17,6.36,0.28,2.32,,
March,6.29,1.97,2.22,2.51,3.52,1.97,3.43,2.72,1.73,1.86,,
April,1.72,3.21,3.05,0.66,1.35,1.82,0.18,1.17,3.43,2.07,,
May,2.47,2.99,1.96,3.14,5.03,0.58,1.54,3.33,1.10,1.66,,
June,1.23,1.87,3.54,2.51,3.35,4.11,1.67,4.41,2.18,1.41,,
July,1.70,1.65,3.77,4.08,1.84,7.17,3.79,5.94,2.37,5.43,,
August,4.49,1.77,4.57,5.14,0.65,7.20,6.79,3.33,0.52,3.45,,
September,2.51,3.58,2.06,4.06,1.72,3.81,7.34,4.35,0.05,4.33,,
October,0.97,5.72,2.25,5.46,3.21,2.99,2.83,3.69,2.99,5.24,,
November,8.75,2.97,2.30,6.69,2.38,2.10,2.12,1.22,4.91,4.97,,
December,4.41,3.56,1.61,7.19,5.46,5.44,4.37,4.30,6.04,4.46,,
Total,42.94,35.54,30.94,47.93,33.51,45.84,39.90,45.54,28.86,43.54,,
Calc annual,42.94,35.54,30.94,47.93,33.51,45.84,39.90,45.54,28.86,43.54,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
