"OXFORD (HINKSEY PUMPING STATION)",,,,,,,,,,,,
Grid ref,SP514049,Long,-1.256996,Lat,51.740455,,,,,,,
Station no,1049,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.76,1.76,0.97,1.26,2.36,4.00,1.42,3.29,3.25,3.16,,
February,3.38,0.48,1.38,2.22,1.11,0.33,2.87,2.42,0.04,1.86,,
March,3.70,2.89,0.57,2.27,1.31,0.65,1.45,1.28,2.65,0.96,,
April,2.36,1.50,1.94,0.34,0.68,1.68,0.42,1.43,2.05,0.59,,
May,2.21,2.10,1.74,1.78,4.27,0.18,1.88,1.99,0.82,2.53,,
June,1.28,1.00,1.43,3.31,2.90,2.08,2.07,3.31,0.95,3.86,,
July,1.65,0.34,2.61,2.10,0.21,2.53,3.81,2.48,2.04,4.34,,
August,3.37,4.02,3.16,2.96,0.36,5.12,3.83,2.95,2.12,2.63,,
September,2.64,1.21,1.72,2.07,2.08,2.68,4.10,3.05,0.20,4.65,,
October,0.90,3.30,2.77,1.84,1.38,2.12,2.04,2.47,1.86,5.15,,
November,5.02,3.90,0.80,4.22,1.47,0.75,1.88,3.08,1.60,4.03,,
December,1.50,2.49,0.65,1.88,2.79,3.23,2.36,3.21,4.57,3.67,,
Total,30.77,24.99,19.74,26.25,20.92,25.35,28.13,30.96,22.15,37.43,,
Calc annual,30.77,24.99,19.74,26.25,20.92,25.35,28.13,30.96,22.15,37.43,,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
