"BRISTOL (BISHOP ROAD)",,,,,,,,,,,,
Grid ref,ST584758,Long,-2.600423,Lat,51.479617,,,,,,,
Station no,2189/3,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,2.98,,,,,,,,,,
February,,0.60,,,,,,,,,,
March,,2.62,,,,,,,,,,
April,,1.77,,,,,,,,,,
May,,3.80,,,,,,,,,,
June,,2.97,,,,,,,,,,
July,,0.84,,,,,,,,,,
August,,4.67,,,,,,,,,,
September,,3.17,,,,,,,,,,
October,,5.19,,,,,,,,,,
November,,4.31,,,,,,,,,,
December,,2.18,,,,,,,,,,
Total,,35.10,,,,,,,,,,
Calc annual,0.00,35.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
