"MERSTHAM (GATTON POINT)",,,,,,,,,,,,
Grid ref,TQ283521,Long,-0.162900,Lat,51.253642,,,,,,,
Station no,125,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.34,2.43,1.54,1.67,3.15,4.57,2.21,2.91,3.11,3.06,,
February,6.79,0.87,1.62,2.32,1.65,0.55,4.01,2.47,0.14,2.27,,
March,3.56,3.29,0.38,2.44,1.42,0.92,1.55,1.91,2.06,2.06,,
April,3.15,1.52,2.55,0.40,0.38,2.17,0.20,1.11,2.47,0.84,,
May,2.38,1.51,1.93,2.29,4.21,0.29,1.47,2.32,0.68,1.65,,
June,1.42,1.86,1.69,4.15,1.90,2.81,1.09,4.50,2.78,1.40,,
July,2.33,0.80,3.68,3.67,1.46,5.15,4.56,1.71,0.85,3.61,,
August,5.18,3.65,1.64,2.96,1.43,2.67,2.62,3.43,1.08,2.78,,
September,2.95,2.63,3.26,2.15,2.16,3.07,2.84,5.55,0.15,3.76,,
October,1.16,3.22,3.99,2.52,4.53,1.37,1.92,3.82,3.30,6.52,,
November,6.33,3.58,1.73,5.67,1.30,0.90,2.82,2.44,3.22,5.39,,
December,3.02,3.16,0.74,1.84,2.83,3.77,2.23,3.58,5.00,3.48,,
Total,41.61,28.52,24.75,32.08,26.42,28.24,27.52,35.75,24.84,36.82,,
Calc annual,41.61,28.52,24.75,32.08,26.42,28.24,27.52,35.75,24.84,36.82,,
Difference,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
