"FAIRFORD (DRAYCOTT)",,,,,,,,,,,,
Grid ref,SP148009,Long,-1.787218,Lat,51.706646,,,,,,,
Station no,2202/7,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.44,2.08,,,,,,,,,,
February,3.69,0.60,,,,,,,,,,
March,4.33,3.01,,,,,,,,,,
April,2.95,1.81,,,,,,,,,,
May,2.53,2.70,,,,,,,,,,
June,1.16,1.88,,,,,,,,,,
July,0.99,0.30,,,,,,,,,,
August,4.65,4.50,,,,,,,,,,
September,3.11,1.04,,,,,,,,,,
October,0.88,3.64,,,,,,,,,,
November,5.74,4.01,,,,,,,,,,
December,2.24,1.75,,,,,,,,,,
Total,35.71,27.32,,,,,,,,,,
Calc annual,35.71,27.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
