"BROCKWORTH (THE KIA)",,,,,,,,,,,,
Grid ref,SO893162,Long,-2.156724,Lat,51.844296,,,,,,,
Station no,2167,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.02,2.02,,,,,,,,,,
February,3.75,0.59,,,,,,,,,,
March,3.47,2.21,,,,,,,,,,
April,2.86,2.24,,,,,,,,,,
May,2.65,2.60,,,,,,,,,,
June,0.74,1.67,,,,,,,,,,
July,0.73,0.24,,,,,,,,,,
August,5.22,4.49,,,,,,,,,,
September,2.38,1.20,,,,,,,,,,
October,0.72,2.68,,,,,,,,,,
November,6.25,2.54,,,,,,,,,,
December,2.20,2.09,,,,,,,,,,
Total,33.99,24.57,,,,,,,,,,
Calc annual,33.99,24.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
