"COALBURN (MIDTOWN)",,,,,,,,,,,,
Grid ref,NS830342,Long,-3.857859,Lat,55.587339,,,,,,,
Station no,5188/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,,4.30,,
February,,,,,,,,,,3.58,,
March,,,,,,,,,,2.13,,
April,,,,,,,,,,2.95,,
May,,,,,,,,,,1.76,,
June,,,,,,,,,,1.60,,
July,,,,,,,,,,2.47,,
August,,,,,,,,,,3.38,,
September,,,,,,,,,,2.94,,
October,,,,,,,,,,2.75,,
November,,,,,,,,,,6.49,,
December,,,,,,,,,,6.43,,
Total,,,,,,,,,,40.78,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.78,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
