"CARLTON EXPOSURE STATION",,,,,,,,,,,,
Grid ref,NZ407185,Long,-1.372145,Lat,54.560106,,,,,,,
Station no,3514/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,,3.67,,
February,,,,,,,,,,1.68,,
March,,,,,,,,,,1.50,,
April,,,,,,,,,,0.69,,
May,,,,,,,,,,0.77,,
June,,,,,,,,,,0.28,,
July,,,,,,,,,,4.47,,
August,,,,,,,,,,3.78,,
September,,,,,,,,,,2.65,,
October,,,,,,,,,,5.41,,
November,,,,,,,,,,2.51,,
December,,,,,,,,,,2.50,,
Total,,,,,,,,,,29.91,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.91,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
