"LOCH IONADAGRO",,,,,,,,,,,,
Grid ref,NB513464,Long,-6.250574,Lat,58.335374,,,,,,,
Station no,5796/8,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,,3.06,,
February,,,,,,,,,,,,
March,,,,,,,,,,2.20,,
April,,,,,,,,,,4.20,,
May,,,,,,,,,,,,
June,,,,,,,,,,4.01,,
July,,,,,,,,,,2.10,,
August,,,,,,,,,,3.90,,
September,,,,,,,,,,3.80,,
October,,,,,,,,,,3.33,,
November,,,,,,,,,,2.33,,
December,,,,,,,,,,6.86,,
Total,,,,,,,,,,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.79,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
