"WORCESTER (SAMUEL SOUTHALL SCHOOL)",,,,,,,,,,,,
Grid ref,SO854564,Long,-2.215064,Lat,52.205629,,,,,,,
Station no,2401/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,1.81,1.80,0.41,0.99,2.49,3.57,1.07,2.58,3.82,4.81,,
February,2.20,0.59,1.32,1.53,1.35,0.30,2.45,4.13,0.06,1.85,,
March,3.86,1.63,0.89,1.78,2.11,0.76,1.60,1.02,2.22,1.44,,
April,2.30,2.14,2.05,0.31,0.85,1.73,0.03,0.70,2.41,1.15,,
May,2.85,2.12,2.12,2.21,4.10,0.44,1.23,1.91,1.22,1.19,,
June,0.72,1.64,1.34,2.62,3.80,1.70,1.23,3.18,0.59,1.39,,
July,0.72,0.43,2.43,2.79,1.08,3.17,2.55,2.03,1.05,2.53,,
August,3.50,6.04,2.75,3.21,0.26,4.17,6.53,3.98,1.84,3.91,,
September,3.22,1.56,1.91,0.99,1.51,2.74,4.45,4.37,0.17,4.60,,
October,0.76,3.81,1.47,2.15,1.28,1.29,0.89,2.71,2.34,5.86,,
November,5.90,2.23,0.85,5.58,3.37,1.10,2.09,2.15,3.65,3.38,,
December,1.66,1.74,0.98,1.48,2.31,2.79,1.91,3.48,3.14,3.18,,
Total,29.50,25.73,18.52,25.64,24.51,23.76,26.03,32.24,22.51,35.29,,
Calc annual,29.50,25.73,18.52,25.64,24.51,23.76,26.03,32.24,22.51,35.29,,
Difference,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
