"HIGHER SWINESHAW",,,,,,,,,,,,
Grid ref,SK006996,Long,-1.992425,Lat,53.493106,,,,,,,
Station no,2753,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.97,4.71,2.60,4.91,3.36,5.92,3.64,4.20,4.03,6.40,,
February,3.29,1.45,3.25,3.01,1.92,1.73,3.18,6.52,0.61,3.54,,
March,5.45,2.91,2.76,2.92,2.36,1.54,4.37,3.20,2.17,1.05,,
April,2.72,4.08,2.83,0.98,2.41,3.12,0.96,1.43,3.57,2.40,,
May,1.94,2.51,2.67,4.39,3.95,1.58,1.36,3.66,1.01,2.10,,
June,1.67,3.50,4.11,4.14,3.18,3.77,2.43,5.41,2.80,1.99,,
July,4.07,4.06,8.12,8.13,1.45,7.34,5.83,5.67,4.04,7.83,,
August,6.07,3.48,5.61,7.76,0.74,12.38,6.29,4.80,0.50,6.20,,
September,2.97,4.72,2.92,5.52,2.73,3.72,8.57,4.98,0.23,3.70,,
October,1.14,4.92,2.21,8.33,2.73,3.49,5.56,4.06,3.80,4.89,,
November,8.11,3.61,4.28,5.98,2.06,2.16,2.89,1.69,5.10,5.91,,
December,6.79,4.25,1.99,6.66,5.54,4.87,5.69,3.76,6.04,4.42,,
Total,49.19,44.20,43.35,62.73,32.43,51.62,50.77,49.38,33.90,50.43,,
Calc annual,49.19,44.20,43.35,62.73,32.43,51.62,50.77,49.38,33.90,50.43,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
