"SHALFORD (THE HUTCH)",,,,,,,,,,,,
Grid ref,TQ002464,Long,-0.566999,Lat,51.208029,,,,,,,
Station no,197/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.27,2.09,1.38,1.48,3.30,4.32,1.90,,,,,
February,7.31,0.76,1.64,2.60,1.68,0.49,3.91,,,,,
March,4.25,2.95,0.57,2.95,1.41,0.86,1.37,,,,,
April,3.02,1.66,2.43,0.35,0.19,1.25,0.34,,,,,
May,2.61,2.47,2.08,2.30,3.93,0.36,1.72,,,,,
June,1.23,1.60,1.39,3.34,2.47,2.42,1.21,,,,,
July,1.86,1.04,3.93,2.95,0.51,4.33,3.69,,,,,
August,3.90,2.32,1.86,2.53,1.35,3.82,2.61,,,,,
September,2.98,3.18,2.67,2.42,1.39,3.15,2.68,,,,,
October,0.92,3.22,3.43,2.05,4.34,1.49,1.40,,,,,
November,8.29,3.07,1.69,5.82,2.49,0.88,2.66,,,,,
December,3.21,2.55,0.86,2.95,2.88,4.46,2.14,,,,,
Total,43.85,26.91,23.93,31.74,25.94,27.83,25.63,,,,,
Calc annual,43.85,26.91,23.93,31.74,25.94,27.83,25.63,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,NaN,NaN,NaN,,
