"DONIBRISTLE AIRFIELD",,,,,,,,,,,,
Grid ref,NT159840,Long,-3.351485,Lat,56.041464,,,,,,,
Station no,5472/8,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.96,1.83,,,,,,,,,,
February,1.99,0.51,,,,,,,,,,
March,2.76,1.53,,,,,,,,,,
April,2.07,,,,,,,,,,,
May,2.41,1.51,,,,,,,,,,
June,2.34,1.95,,,,,,,,,,
July,5.34,,,,,,,,,,,
August,4.08,,,,,,,,,,,
September,1.10,1.85,,,,,,,,,,
October,0.42,,,,,,,,,,,
November,3.67,,,,,,,,,,,
December,2.70,,,,,,,,,,,
Total,31.84,,,,,,,,,,,
Calc annual,31.84,9.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
