"HURSLEY (MERDON MANOR)",,,,,,,,,,,,
Grid ref,SU410266,Long,-1.416623,Lat,51.037303,,,,,,,
Station no,657/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.07,2.38,1.06,1.99,3.34,4.94,2.45,4.18,4.10,5.04,,
February,6.41,0.71,1.73,3.26,1.56,0.34,3.91,2.66,0.21,3.10,,
March,4.12,2.83,0.72,3.61,1.32,0.88,2.63,2.07,4.22,2.65,,
April,3.31,1.77,2.56,0.30,0.63,1.66,0.24,0.79,3.23,1.39,,
May,3.27,3.00,2.33,1.63,5.12,0.42,1.68,2.46,1.18,1.12,,
June,0.97,1.59,2.23,3.70,2.90,2.08,1.40,4.29,1.09,2.94,,
July,2.96,0.22,3.91,3.42,0.40,3.82,4.56,1.96,2.21,3.93,,
August,5.28,3.90,2.72,4.53,0.40,3.89,3.12,5.22,2.75,4.24,,
September,3.99,3.26,2.74,3.25,1.67,4.09,3.55,6.12,0.10,5.05,,
October,0.76,4.71,4.58,3.19,4.88,3.58,2.86,3.42,3.01,9.75,,
November,9.50,3.66,2.11,6.78,2.75,0.71,3.36,3.05,4.16,5.33,,
December,3.05,2.59,0.95,3.01,4.32,6.22,3.60,4.56,8.44,4.40,,
Total,46.69,30.62,27.64,38.67,29.29,32.63,33.36,40.78,34.70,48.94,,
Calc annual,46.69,30.62,27.64,38.67,29.29,32.63,33.36,40.78,34.70,48.94,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,,
