"HORNCHURCH",,,,,,,,,,,,
Grid ref,TQ537875,Long,0.216133,Lat,51.565434,,,,,,,
Station no,1260,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.15,1.56,1.08,0.88,2.44,3.12,1.26,1.37,1.64,1.49,,
February,5.58,0.84,1.62,2.25,1.45,0.30,2.55,2.24,0.07,1.42,,
March,2.83,3.05,0.49,1.83,1.07,0.85,1.31,1.10,1.35,0.84,,
April,2.59,1.05,2.20,0.44,0.28,1.26,0.24,1.62,1.96,0.31,,
May,2.33,0.86,1.26,1.81,3.51,0.51,0.93,1.92,0.95,1.93,,
June,0.77,1.89,1.78,2.88,2.30,1.47,0.86,4.99,0.77,1.66,,
July,1.62,0.51,3.22,2.64,0.09,2.57,3.41,2.00,0.83,2.48,,
August,2.84,1.97,1.74,3.06,0.50,3.53,1.82,4.74,1.22,2.82,,
September,3.88,2.76,2.22,1.86,2.20,2.05,1.86,4.77,0.03,3.92,,
October,0.57,2.41,3.87,1.65,2.42,1.05,1.49,2.18,1.73,4.88,,
November,3.83,4.09,0.91,3.23,0.62,0.60,2.19,1.83,2.70,2.93,,
December,1.85,2.22,0.92,1.12,1.30,2.34,1.53,2.64,3.10,2.10,,
Total,30.84,23.21,21.31,23.65,18.18,19.65,19.45,31.40,16.35,26.78,,
Calc annual,30.84,23.21,21.31,23.65,18.18,19.65,19.45,31.40,16.35,26.78,,
Difference,-0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
